t (s),V (mV)
134.999,22.3921
135.999,22.3629
136.999,22.3339
137.999,22.3041
138.999,22.2742
139.999,22.2444
140.999,22.2151
141.999,22.186
142.999,22.1577
143.999,22.128
144.999,22.1
145.999,22.0715
146.999,22.0416
147.999,22.0137
148.999,21.985
149.999,21.9566
150.999,21.9279
151.999,21.8993
152.999,21.8709
153.999,21.8421
154.999,21.8126
155.999,21.7844
156.999,21.7565
157.999,21.7278
158.999,21.6998
159.999,21.6711
160.999,21.6437
161.999,21.6152
162.999,21.5874
163.999,21.561
164.999,21.5317
165.999,21.5038
166.999,21.4761
167.999,21.4496
168.999,21.4197
169.999,21.3925
170.999,21.3649
171.999,21.3368
172.999,21.3094
173.999,21.28
174.999,21.2529
175.999,21.2252
176.999,21.1983
177.999,21.1694
178.999,21.1421
179.999,21.1149
180.999,21.0875
181.999,21.06
182.999,21.0324
183.999,21.0058
184.999,20.9785
185.999,20.9525
186.999,20.9253
187.999,20.8984
188.999,20.8704
189.999,20.8439
190.999,20.8153
191.999,20.7891
192.999,20.7618
193.999,20.7346
194.999,20.7083
195.999,20.6813
196.999,20.6537
197.999,20.6275
198.999,20.6017
199.999,20.5749
200.999,20.5491
201.999,20.5228
202.999,20.4966
203.999,20.4697
204.999,20.4443
205.999,20.4176
206.999,20.3916
207.999,20.3649
208.999,20.3382
209.999,20.3118
210.999,20.2862
211.999,20.2584
212.999,20.2324
213.999,20.2067
214.999,20.1799
215.999,20.1535
216.999,20.1282
217.999,20.102
218.999,20.0756
219.999,20.0492
220.999,20.0242
221.999,19.9982
222.999,19.9719
223.999,19.9454
224.999,19.9199
225.999,19.8946
226.999,19.8688
227.999,19.8427
228.999,19.8165
229.999,19.7919
230.999,19.7661
231.999,19.7403
232.999,19.7155
233.999,19.6902
234.999,19.6655
235.999,19.6407
236.999,19.6152
237.999,19.59
238.999,19.5656
239.999,19.5399
240.999,19.5138
241.999,19.4889
242.999,19.4652
243.999,19.439
244.999,19.4145
245.999,19.3889
246.999,19.364
247.999,19.3389
248.999,19.3139
249.999,19.2892
250.999,19.264
251.999,19.2392
252.999,19.214
253.999,19.1881
254.999,19.1639
255.999,19.1392
256.999,19.114
257.999,19.0898
258.999,19.0649
259.999,19.0402
260.999,19.0161
261.999,18.9916
262.999,18.9678
263.999,18.9436
264.999,18.9186
265.999,18.8947
266.999,18.8711
267.999,18.8467
268.999,18.8221
269.999,18.7979
270.999,18.7737
271.999,18.7488
272.999,18.7258
273.999,18.7014
274.999,18.6791
275.999,18.6535
276.999,18.6305
277.999,18.6059
278.999,18.5818
279.999,18.5585
280.999,18.5347
281.999,18.5105
282.999,18.4873
283.999,18.4622
284.999,18.439
285.999,18.4156
286.999,18.3918
287.999,18.3687
288.999,18.3434
289.999,18.3201
290.999,18.2963
291.999,18.2737
292.999,18.2501
293.999,18.2253
294.999,18.2016
295.999,18.1785
296.999,18.1552
297.999,18.1324
298.999,18.1092
299.999,18.0865
300.999,18.0629
301.999,18.0391
302.999,18.015
303.999,17.9935
304.999,17.9704
305.999,17.9465
306.999,17.9234
307.999,17.9007
308.999,17.8787
309.999,17.8558
310.999,17.8328
311.999,17.8105
312.999,17.7878
313.999,17.764
314.999,17.7416
315.999,17.7195
316.999,17.6951
317.999,17.6733
318.999,17.6505
319.999,17.627
320.999,17.6044
321.999,17.5825
322.999,17.5596
323.999,17.537
324.999,17.5152
325.999,17.4926
326.999,17.4698
327.999,17.4482
328.999,17.4258
329.999,17.4038
330.999,17.3808
331.999,17.3589
332.999,17.3359
333.999,17.3145
334.999,17.2917
335.999,17.2699
336.999,17.2484
337.999,17.2263
338.999,17.2043
339.999,17.1827
340.999,17.1595
341.999,17.1389
342.999,17.1159
343.999,17.0948
344.999,17.0722
345.999,17.0493
346.999,17.029
347.999,17.0075
348.999,16.9856
349.999,16.9632
350.999,16.9428
351.999,16.9209
352.999,16.8981
353.999,16.8765
354.999,16.8546
355.999,16.8334
356.999,16.8112
357.999,16.7888
358.999,16.7681
359.999,16.746
360.999,16.7239
361.999,16.7027
362.999,16.6809
363.999,16.6591
364.999,16.6381
365.999,16.6161
366.999,16.595
367.999,16.5741
368.999,16.5517
369.999,16.5311
370.999,16.51
371.999,16.4889
372.999,16.4676
373.999,16.4458
374.999,16.4251
375.999,16.4041
376.999,16.3826
377.999,16.3603
378.999,16.34
379.999,16.3178
380.999,16.297
381.999,16.2757
382.999,16.2546
383.999,16.233
384.999,16.2138
385.999,16.1921
386.999,16.1717
387.999,16.1501
388.999,16.1295
389.999,16.109
390.999,16.0885
391.999,16.0683
392.999,16.0473
393.999,16.0273
394.999,16.0065
395.999,15.9855
396.999,15.9658
397.999,15.945
398.999,15.9246
399.999,15.9044
400.999,15.8842
401.999,15.8624
402.999,15.843
403.999,15.8225
404.999,15.8025
405.999,15.7826
406.999,15.7625
407.999,15.7424
408.999,15.7226
409.999,15.7025
410.999,15.6824
411.999,15.6634
412.999,15.6425
413.999,15.6225
414.999,15.6032
415.999,15.5827
416.999,15.564
417.999,15.5436
418.999,15.5234
419.999,15.5037
420.999,15.4833
421.999,15.4626
422.999,15.4421
423.999,15.4227
424.999,15.4024
425.999,15.3832
426.999,15.363
427.999,15.3437
428.999,15.3241
429.999,15.3028
430.999,15.2837
431.999,15.2637
432.999,15.2446
433.999,15.2256
434.999,15.2052
435.999,15.1858
436.999,15.1668
437.999,15.1471
438.999,15.1278
439.999,15.1086
440.999,15.0882
441.999,15.0691
442.999,15.05
443.999,15.0291
444.999,15.0101
445.999,14.9908
446.999,14.9715
447.999,14.9527
448.999,14.9331
449.999,14.9139
450.999,14.8957
451.999,14.8766
452.999,14.8576
453.999,14.8389
454.999,14.8194
455.999,14.801
456.999,14.7815
457.999,14.7633
458.999,14.7436
459.999,14.724
460.999,14.7049
461.999,14.6863
462.999,14.6669
463.999,14.6481
464.999,14.6289
465.999,14.6105
466.999,14.5922
467.999,14.5733
468.999,14.5554
469.999,14.5375
470.999,14.5204
471.999,14.5011
472.999,14.483
473.999,14.4635
474.999,14.4454
475.999,14.4272
476.999,14.4087
477.999,14.3903
478.999,14.3704
479.999,14.3522
480.999,14.3338
481.999,14.3152
482.999,14.2961
483.999,14.2777
484.999,14.2599
485.999,14.2408
486.999,14.2227
487.999,14.2046
488.999,14.1849
489.999,14.1656
490.999,14.1478
491.999,14.1292
492.999,14.1108
493.999,14.0919
494.999,14.0731
495.999,14.0549
496.999,14.0375
497.999,14.0186
498.999,14.0013
499.999,13.983
500.999,13.9658
501.999,13.947
502.999,13.9298
503.999,13.9124
504.999,13.8944
505.999,13.8775
506.999,13.8592
507.999,13.8421
508.999,13.825
509.999,13.8074
510.999,13.7892
511.999,13.7717
512.999,13.7535
513.999,13.7354
514.999,13.7169
515.999,13.7003
516.999,13.6859
517.999,13.6675
518.999,13.6511
519.999,13.6342
520.999,13.6182
521.999,13.6012
522.999,13.5849
523.999,13.5667
524.999,13.5492
525.999,13.5324
526.999,13.5144
527.999,13.4976
528.999,13.4799
529.999,13.4631
530.999,13.4459
531.999,13.4291
532.999,13.4122
533.999,13.3951
534.999,13.3778
535.999,13.3597
536.999,13.3422
537.999,13.3244
538.999,13.3073
539.999,13.2896
540.999,13.2728
541.999,13.256
542.999,13.2393
543.999,13.2218
544.999,13.2056
545.999,13.1891
546.999,13.1718
547.999,13.156
548.999,13.1391
549.999,13.1216
550.999,13.1053
551.999,13.0893
552.999,13.0729
553.999,13.0559
554.999,13.0401
555.999,13.0227
556.999,13.0063
557.999,12.9893
558.999,12.9722
559.999,12.955
560.999,12.939
561.999,12.921
562.999,12.9045
563.999,12.8883
564.999,12.8717
565.999,12.854
566.999,12.8393
567.999,12.8224
568.999,12.805
569.999,12.7883
570.999,12.7714
571.999,12.7551
572.999,12.7382
573.999,12.7223
574.999,12.7064
575.999,12.6902
576.999,12.6736
577.999,12.6573
578.999,12.6408
579.999,12.6254
580.999,12.6096
581.999,12.594
582.999,12.5783
583.999,12.562
584.999,12.5462
585.999,12.5294
586.999,12.513
587.999,12.4985
588.999,12.4811
589.999,12.4668
590.999,12.4498
591.999,12.4342
592.999,12.4182
593.999,12.4031
594.999,12.3871
595.999,12.3723
596.999,12.3568
597.999,12.3417
598.999,12.3259
599.999,12.311
600.999,12.2959
601.999,12.2807
602.999,12.2652
603.999,12.2496
604.999,12.2333
605.999,12.2187
606.999,12.2028
607.999,12.187
608.999,12.1711
609.999,12.1559
610.999,12.1402
611.999,12.1251
612.999,12.109
613.999,12.0927
614.999,12.0765
615.999,12.0619
616.999,12.0456
617.999,12.0297
618.999,12.0146
619.999,11.9998
620.999,11.9844
621.999,11.9696
622.999,11.9533
623.999,11.9397
624.999,11.9243
625.999,11.9097
626.999,11.8935
627.999,11.8782
628.999,11.8643
629.999,11.8484
630.999,11.8331
631.999,11.8173
632.999,11.8033
633.999,11.7886
634.999,11.7733
635.999,11.7594
636.999,11.7443
637.999,11.7298
638.999,11.7144
639.999,11.6995
640.999,11.6846
641.999,11.6693
642.999,11.6554
643.999,11.6404
644.999,11.6254
645.999,11.6099
646.999,11.5945
648,11.5801
910.087,8.3655
911.057,8.3504
912.026,8.3405
913,8.3277
914,8.3176
915,8.3065
915.999,8.2934
916.999,8.282
917.999,8.2717
918.999,8.2605
919.999,8.249
920.999,8.2358
921.999,8.2253
922.999,8.2117
923.999,8.2013
924.999,8.1909
925.999,8.1793
926.999,8.1687
927.999,8.1584
928.999,8.1473
929.999,8.1366
930.999,8.126
931.999,8.116
932.999,8.1061
933.999,8.0956
934.999,8.0864
935.999,8.0758
936.999,8.0649
937.999,8.0543
938.999,8.0437
939.999,8.0333
940.999,8.0233
942,8.0127
942.999,8.0027
